tax_id,GeneID,Symbol,chromosome,map_location,type_of_gene,description
9606,1645,AKR1C1,10,10p15-p14,protein-coding,"aldo-keto reductase family 1, member C1"
9606,1647,GADD45A,1,1p31.2,protein-coding,"growth arrest and DNA-damage-inducible, alpha"
9606,1649,DDIT3,12,12q13.1-q13.2,protein-coding,DNA-damage-inducible transcript 3
9606,1650,DDOST,1,1p36.1,protein-coding,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)
9606,1652,DDT,22,22q11.23,protein-coding,D-dopachrome tautomerase
9606,1653,DDX1,2,2p24,protein-coding,DEAD (Asp-Glu-Ala-Asp) box helicase 1
9606,1654,DDX3X,X,Xp11.3-p11.23,protein-coding,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked"
9606,1655,DDX5,17,17q21,protein-coding,DEAD (Asp-Glu-Ala-Asp) box helicase 5
9606,1656,DDX6,11,11q23.3,protein-coding,DEAD (Asp-Glu-Ala-Asp) box helicase 6
9606,1657,DMXL1,5,5q22,protein-coding,Dmx-like 1
9606,1660,DHX9,1,1q25,protein-coding,DEAH (Asp-Glu-Ala-His) box helicase 9
9606,1662,DDX10,11,11q22-q23,protein-coding,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
9606,1665,DHX15,4,4p15.3,protein-coding,DEAH (Asp-Glu-Ala-His) box helicase 15
9606,1666,DECR1,8,8q21.3,protein-coding,"2,4-dienoyl CoA reductase 1, mitochondrial"
9606,1667,DEFA1,8,8p23.1,protein-coding,"defensin, alpha 1"
9606,1670,DEFA5,8,8p23.1,protein-coding,"defensin, alpha 5, Paneth cell-specific"
9606,1671,DEFA6,8,8p23.1,protein-coding,"defensin, alpha 6, Paneth cell-specific"
9606,1672,DEFB1,8,8p23.1,protein-coding,"defensin, beta 1"
9606,1673,DEFB4A,8,8p23.1,protein-coding,"defensin, beta 4A"
9606,1674,DES,2,2q35,protein-coding,desmin
9606,1675,CFD,19,19p13.3,protein-coding,complement factor D (adipsin)
9606,1676,DFFA,1,1p36.3-p36.2,protein-coding,"DNA fragmentation factor, 45kDa, alpha polypeptide"
9606,1677,DFFB,1,1p36.3,protein-coding,"DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)"
9606,1716,DGUOK,2,2p13,protein-coding,deoxyguanosine kinase
9606,1717,DHCR7,11,11q13.4,protein-coding,7-dehydrocholesterol reductase
9606,1718,DHCR24,1,1p32.3,protein-coding,24-dehydrocholesterol reductase
9606,1719,DHFR,5,5q14.1,protein-coding,dihydrofolate reductase
9606,1727,CYB5R3,22,22q13.2,protein-coding,cytochrome b5 reductase 3
9606,1728,NQO1,16,16q22.1,protein-coding,"NAD(P)H dehydrogenase, quinone 1"
9606,1731,1-Sep,16,16p11.1,protein-coding,septin 1
9606,1733,DIO1,1,1p33-p32,protein-coding,"deiodinase, iodothyronine, type I"
9606,1735,DIO3,14,14q32,protein-coding,"deiodinase, iodothyronine, type III"
9606,1736,DKC1,X,Xq28,protein-coding,"dyskeratosis congenita 1, dyskerin"
9606,1737,DLAT,11,11q23.1,protein-coding,dihydrolipoamide S-acetyltransferase
9606,1738,DLD,7,7q31-q32,protein-coding,dihydrolipoamide dehydrogenase
9606,1739,DLG1,3,3q29,protein-coding,"discs, large homolog 1 (Drosophila)"
9606,1740,DLG2,11,11q14.1,protein-coding,"discs, large homolog 2 (Drosophila)"
9606,1741,DLG3,X,Xq13.1,protein-coding,"discs, large homolog 3 (Drosophila)"
9606,1742,DLG4,17,17p13.1,protein-coding,"discs, large homolog 4 (Drosophila)"
9606,1743,DLST,14,14q24.3,protein-coding,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
9606,1746,DLX2,2,2q32,protein-coding,distal-less homeobox 2
9606,1747,DLX3,17,17q21,protein-coding,distal-less homeobox 3
9606,1748,DLX4,17,17q21.33,protein-coding,distal-less homeobox 4
9606,1749,DLX5,7,7q22,protein-coding,distal-less homeobox 5
9606,1755,DMBT1,10,10q26.13,protein-coding,deleted in malignant brain tumors 1
9606,1756,DMD,X,Xp21.2,protein-coding,dystrophin
9606,1758,DMP1,4,4q21,protein-coding,dentin matrix acidic phosphoprotein 1
9606,1759,DNM1,9,9q34,protein-coding,dynamin 1
9606,1760,DMPK,19,19q13.3,protein-coding,dystrophia myotonica-protein kinase
9606,1762,DMWD,19,19q13.3,protein-coding,"dystrophia myotonica, WD repeat containing"
9606,1773,DNASE1,16,16p13.3,protein-coding,deoxyribonuclease I
9606,1775,DNASE1L2,16,16p13.3,protein-coding,deoxyribonuclease I-like 2
9606,1778,DYNC1H1,14,14q32,protein-coding,"dynein, cytoplasmic 1, heavy chain 1"
9606,1780,DYNC1I1,7,7q21.3,protein-coding,"dynein, cytoplasmic 1, intermediate chain 1"
9606,1781,DYNC1I2,2,2q31.1,protein-coding,"dynein, cytoplasmic 1, intermediate chain 2"
9606,1783,DYNC1LI2,16,16q22.1,protein-coding,"dynein, cytoplasmic 1, light intermediate chain 2"
9606,1785,DNM2,19,19p13.2,protein-coding,dynamin 2
9606,1786,DNMT1,19,19p13.2,protein-coding,DNA (cytosine-5-)-methyltransferase 1
9606,1787,TRDMT1,10,10p15.1,protein-coding,tRNA aspartic acid methyltransferase 1
9606,1788,DNMT3A,2,2p23,protein-coding,DNA (cytosine-5-)-methyltransferase 3 alpha
9606,1789,DNMT3B,20,20q11.2,protein-coding,DNA (cytosine-5-)-methyltransferase 3 beta
9606,1795,DOCK3,3,3p21.2,protein-coding,dedicator of cytokinesis 3
9606,1796,DOK1,2,2p13,protein-coding,"docking protein 1, 62kDa (downstream of tyrosine kinase 1)"
9606,1801,DPH1,17,17p13.3,protein-coding,diphthamide biosynthesis 1
9606,1802,DPH2,1,1p34,protein-coding,DPH2 homolog (S. cerevisiae)
9606,1803,DPP4,2,2q24.3,protein-coding,dipeptidyl-peptidase 4
9606,1804,DPP6,7,7q36.2,protein-coding,dipeptidyl-peptidase 6
9606,1805,DPT,1,1q12-q23,protein-coding,dermatopontin
9606,1808,DPYSL2,8,8p22-p21,protein-coding,dihydropyrimidinase-like 2
9606,1809,DPYSL3,5,5q32,protein-coding,dihydropyrimidinase-like 3
9606,1810,DR1,1,1p22.1,protein-coding,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)"
9606,1812,DRD1,5,5q35.1,protein-coding,dopamine receptor D1
9606,1813,DRD2,11,11q23,protein-coding,dopamine receptor D2
9606,1814,DRD3,3,3q13.3,protein-coding,dopamine receptor D3
9606,1815,DRD4,11,11p15.5,protein-coding,dopamine receptor D4
9606,1816,DRD5,4,4p16.1,protein-coding,dopamine receptor D5
9606,1820,ARID3A,19,19p13.3,protein-coding,AT rich interactive domain 3A (BRIGHT-like)
9606,1822,ATN1,12,12p13.31,protein-coding,atrophin 1
9606,1827,RCAN1,21,21q22.12,protein-coding,regulator of calcineurin 1
9606,1828,DSG1,18,18q12.1,protein-coding,desmoglein 1
9606,1829,DSG2,18,18q12.1,protein-coding,desmoglein 2
9606,1830,DSG3,18,18q12.1,protein-coding,desmoglein 3
9606,1831,TSC22D3,X,Xq22.3,protein-coding,"TSC22 domain family, member 3"
9606,1832,DSP,6,6p24,protein-coding,desmoplakin
9606,1838,DTNB,2,2p24,protein-coding,"dystrobrevin, beta"
9606,1840,DTX1,12,12q24.13,protein-coding,"deltex 1, E3 ubiquitin ligase"
9606,1843,DUSP1,5,5q34,protein-coding,dual specificity phosphatase 1
9606,1845,DUSP3,17,17q21,protein-coding,dual specificity phosphatase 3
9606,1846,DUSP4,8,8p12-p11,protein-coding,dual specificity phosphatase 4
9606,1849,DUSP7,3,3p21,protein-coding,dual specificity phosphatase 7
9606,1850,DUSP8,11,11p15.5,protein-coding,dual specificity phosphatase 8
9606,1852,DUSP9,X,Xq28,protein-coding,dual specificity phosphatase 9
9606,1854,DUT,15,15q21.1,protein-coding,deoxyuridine triphosphatase
9606,1855,DVL1,1,1p36,protein-coding,dishevelled segment polarity protein 1
9606,1856,DVL2,17,17p13.1,protein-coding,dishevelled segment polarity protein 2
9606,1857,DVL3,3,3q27,protein-coding,dishevelled segment polarity protein 3
9606,1859,DYRK1A,21,21q22.13,protein-coding,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
9606,1861,TOR1A,9,9q34,protein-coding,"torsin family 1, member A (torsin A)"
9606,1869,E2F1,20,20q11.2,protein-coding,E2F transcription factor 1
9606,1874,E2F4,16,16q22.1,protein-coding,"E2F transcription factor 4, p107/p130-binding"
9606,1875,E2F5,8,8q21.2,protein-coding,"E2F transcription factor 5, p130-binding"
9606,1876,E2F6,2,2p25.1,protein-coding,E2F transcription factor 6
9606,1877,E4F1,16,16p13.3,protein-coding,E4F transcription factor 1
9606,1889,ECE1,1,1p36.1,protein-coding,endothelin converting enzyme 1
9606,1891,ECH1,19,19q13.1,protein-coding,"enoyl CoA hydratase 1, peroxisomal"
9606,1892,ECHS1,10,10q26.2-q26.3,protein-coding,"enoyl CoA hydratase, short chain, 1, mitochondrial"
9606,1893,ECM1,1,1q21,protein-coding,extracellular matrix protein 1
9606,1901,S1PR1,1,1p21,protein-coding,sphingosine-1-phosphate receptor 1
9606,1903,S1PR3,9,9q22.1-q22.2,protein-coding,sphingosine-1-phosphate receptor 3
9606,1906,EDN1,6,6p24.1,protein-coding,endothelin 1
9606,1907,EDN2,1,1p34,protein-coding,endothelin 2
9606,1908,EDN3,20,20q13.2-q13.3,protein-coding,endothelin 3
9606,1909,EDNRA,4,4q31.22,protein-coding,endothelin receptor type A
9606,1910,EDNRB,13,13q22,protein-coding,endothelin receptor type B
9606,1911,PHC1,12,12p13,protein-coding,polyhomeotic homolog 1 (Drosophila)
9606,1912,PHC2,1,1p34.3,protein-coding,polyhomeotic homolog 2 (Drosophila)
9606,1915,EEF1A1,6,6q14.1,protein-coding,eukaryotic translation elongation factor 1 alpha 1
9606,1917,EEF1A2,20,20q13.3,protein-coding,eukaryotic translation elongation factor 1 alpha 2
9606,1933,EEF1B2,2,2q33.3,protein-coding,eukaryotic translation elongation factor 1 beta 2
9606,1936,EEF1D,8,8q24.3,protein-coding,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)
9606,1937,EEF1G,11,11q12.3,protein-coding,eukaryotic translation elongation factor 1 gamma
9606,1938,EEF2,19,19p13.3,protein-coding,eukaryotic translation elongation factor 2
9606,1939,EIF2D,1,1q32.1,protein-coding,eukaryotic translation initiation factor 2D
9606,1942,EFNA1,1,1q21-q22,protein-coding,ephrin-A1
9606,1943,EFNA2,19,19p13.3,protein-coding,ephrin-A2
9606,1946,EFNA5,5,5q21,protein-coding,ephrin-A5
9606,1947,EFNB1,X,Xq12,protein-coding,ephrin-B1
9606,1948,EFNB2,13,13q33,protein-coding,ephrin-B2
9606,1950,EGF,4,4q25,protein-coding,epidermal growth factor
9606,1951,CELSR3,3,3p21.31,protein-coding,"cadherin, EGF LAG seven-pass G-type receptor 3"
9606,1956,EGFR,7,7p12,protein-coding,epidermal growth factor receptor
9606,1958,EGR1,5,5q31.1,protein-coding,early growth response 1
9606,1960,EGR3,8,8p23-p21,protein-coding,early growth response 3
9606,1961,EGR4,2,2p13,protein-coding,early growth response 4
9606,1962,EHHADH,3,3q26.3-q28,protein-coding,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"
9606,1964,EIF1AX,X,Xp22.12,protein-coding,"eukaryotic translation initiation factor 1A, X-linked"
9606,1965,EIF2S1,14,14q23.3,protein-coding,"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
9606,1967,EIF2B1,12,12q24.31,protein-coding,"eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa"
9606,1968,EIF2S3,X,Xp22.2-p22.1,protein-coding,"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa"
9606,1969,EPHA2,1,1p36,protein-coding,EPH receptor A2
9606,1973,EIF4A1,17,17p13,protein-coding,eukaryotic translation initiation factor 4A1
9606,1974,EIF4A2,3,3q28,protein-coding,eukaryotic translation initiation factor 4A2
9606,1975,EIF4B,12,12q13.13,protein-coding,eukaryotic translation initiation factor 4B
9606,1977,EIF4E,4,4q23,protein-coding,eukaryotic translation initiation factor 4E
9606,1978,EIF4EBP1,8,8p12,protein-coding,eukaryotic translation initiation factor 4E binding protein 1
9606,1981,EIF4G1,3,3q27.1,protein-coding,"eukaryotic translation initiation factor 4 gamma, 1"
9606,1982,EIF4G2,11,11p15,protein-coding,"eukaryotic translation initiation factor 4 gamma, 2"
9606,1983,EIF5,14,14q32.32,protein-coding,eukaryotic translation initiation factor 5
9606,1984,EIF5A,17,17p13-p12,protein-coding,eukaryotic translation initiation factor 5A
9606,1990,CELA1,12,12q13,protein-coding,"chymotrypsin-like elastase family, member 1"
9606,1991,ELANE,19,19p13.3,protein-coding,"elastase, neutrophil expressed"
9606,1994,ELAVL1,19,19p13.2,protein-coding,ELAV like RNA binding protein 1
9606,1995,ELAVL3,19,19p13.2,protein-coding,ELAV like neuron-specific RNA binding protein 3
9606,1997,ELF1,13,13q13,protein-coding,E74-like factor 1 (ets domain transcription factor)
9606,1998,ELF2,4,4q28,protein-coding,E74-like factor 2 (ets domain transcription factor)
9606,1999,ELF3,1,1q32.2,protein-coding,"E74-like factor 3 (ets domain transcription factor, epithelial-specific )"
9606,2000,ELF4,X,Xq26,protein-coding,E74-like factor 4 (ets domain transcription factor)
9606,2002,ELK1,X,Xp11.2,protein-coding,"ELK1, member of ETS oncogene family"
9606,2004,ELK3,12,12q23,protein-coding,"ELK3, ETS-domain protein (SRF accessory protein 2)"
9606,2005,ELK4,1,1q32,protein-coding,"ELK4, ETS-domain protein (SRF accessory protein 1)"
9606,2006,ELN,7,7q11.23,protein-coding,elastin
9606,2010,EMD,X,Xq28,protein-coding,emerin
9606,2011,MARK2,11,11q13.1,protein-coding,MAP/microtubule affinity-regulating kinase 2
9606,2014,EMP3,19,19q13.3,protein-coding,epithelial membrane protein 3
9606,2017,CTTN,11,11q13,protein-coding,cortactin
9606,2018,EMX2,10,10q26.1,protein-coding,empty spiracles homeobox 2
9606,2019,EN1,2,2q14.2,protein-coding,engrailed homeobox 1
9606,2022,ENG,9,9q34.11,protein-coding,endoglin
9606,2023,ENO1,1,1p36.2,protein-coding,"enolase 1, (alpha)"
9606,2026,ENO2,12,12p13,protein-coding,"enolase 2 (gamma, neuronal)"
9606,2027,ENO3,17,17p13.2,protein-coding,"enolase 3 (beta, muscle)"
9606,2028,ENPEP,4,4q25,protein-coding,glutamyl aminopeptidase (aminopeptidase A)
9606,2029,ENSA,1,1q21.3,protein-coding,endosulfine alpha
9606,2030,SLC29A1,6,6p21.1,protein-coding,"solute carrier family 29 (equilibrative nucleoside transporter), member 1"
9606,2033,EP300,22,22q13.2,protein-coding,E1A binding protein p300
9606,2034,EPAS1,2,2p21-p16,protein-coding,endothelial PAS domain protein 1
9606,2035,EPB41,1,1p33-p32,protein-coding,erythrocyte membrane protein band 4.1
9606,2036,EPB41L1,20,20q11.2-q12,protein-coding,erythrocyte membrane protein band 4.1-like 1
9606,2037,EPB41L2,6,6q23,protein-coding,erythrocyte membrane protein band 4.1-like 2
9606,2039,DMTN,8,8p21.1,protein-coding,dematin actin binding protein
9606,2040,STOM,9,9q34.1,protein-coding,stomatin
9606,2041,EPHA1,7,7q34,protein-coding,EPH receptor A1
9606,2042,EPHA3,3,3p11.2,protein-coding,EPH receptor A3
9606,2044,EPHA5,4,4q13.1,protein-coding,EPH receptor A5
9606,2048,EPHB2,1,1p36.1-p35,protein-coding,EPH receptor B2
9606,2050,EPHB4,7,7q22,protein-coding,EPH receptor B4
9606,2054,STX2,12,12q24.33,protein-coding,syntaxin 2
9606,2057,EPOR,19,19p13.3-p13.2,protein-coding,erythropoietin receptor
9606,2058,EPRS,1,1q41,protein-coding,glutamyl-prolyl-tRNA synthetase
9606,2059,EPS8,12,12p12.3,protein-coding,epidermal growth factor receptor pathway substrate 8
9606,2060,EPS15,1,1p32,protein-coding,epidermal growth factor receptor pathway substrate 15
9606,2063,NR2F6,19,19p13.1,protein-coding,"nuclear receptor subfamily 2, group F, member 6"
9606,2064,ERBB2,17,17q12,protein-coding,erb-b2 receptor tyrosine kinase 2
9606,2065,ERBB3,12,12q13,protein-coding,erb-b2 receptor tyrosine kinase 3
9606,2066,ERBB4,2,2q33.3-q34,protein-coding,erb-b2 receptor tyrosine kinase 4
9606,2068,ERCC2,19,19q13.3,protein-coding,excision repair cross-complementation group 2
9606,2071,ERCC3,2,2q21,protein-coding,excision repair cross-complementation group 3
9606,2072,ERCC4,16,16p13.12,protein-coding,excision repair cross-complementation group 4
9606,2074,ERCC6,10,10q11.23,protein-coding,excision repair cross-complementation group 6
9606,2077,ERF,19,19q13,protein-coding,Ets2 repressor factor
9606,2078,ERG,21,21q22.3,protein-coding,v-ets avian erythroblastosis virus E26 oncogene homolog
9606,2079,ERH,14,14q24.1,protein-coding,enhancer of rudimentary homolog (Drosophila)
9606,2081,ERN1,17,17q24.2,protein-coding,endoplasmic reticulum to nucleus signaling 1
9606,2091,FBL,19,19q13.1,protein-coding,fibrillarin
9606,2098,ESD,13,13q14.1-q14.2,protein-coding,esterase D
9606,2099,ESR1,6,6q25.1,protein-coding,estrogen receptor 1
9606,2100,ESR2,14,14q23.2,protein-coding,estrogen receptor 2 (ER beta)
9606,2101,ESRRA,11,11q13,protein-coding,estrogen-related receptor alpha
9606,2104,ESRRG,1,1q41,protein-coding,estrogen-related receptor gamma
9606,2107,ETF1,5,5q31.1,protein-coding,eukaryotic translation termination factor 1
9606,2108,ETFA,15,15q23-q25,protein-coding,"electron-transfer-flavoprotein, alpha polypeptide"
9606,2109,ETFB,19,19q13.3,protein-coding,"electron-transfer-flavoprotein, beta polypeptide"
9606,2113,ETS1,11,11q23.3,protein-coding,v-ets avian erythroblastosis virus E26 oncogene homolog 1
9606,2114,ETS2,21,21q22.2,protein-coding,v-ets avian erythroblastosis virus E26 oncogene homolog 2
9606,2115,ETV1,7,7p21.3,protein-coding,ets variant 1
9606,2117,ETV3,1,1q21-q23,protein-coding,ets variant 3
9606,2118,ETV4,17,17q21,protein-coding,ets variant 4
9606,2119,ETV5,3,3q28,protein-coding,ets variant 5
9606,2120,ETV6,12,12p13,protein-coding,ets variant 6
9606,2122,MECOM,3,3q26.2,protein-coding,MDS1 and EVI1 complex locus
9606,2123,EVI2A,17,17q11.2,protein-coding,ecotropic viral integration site 2A
9606,2130,EWSR1,22,22q12.2,protein-coding,EWS RNA-binding protein 1
9606,2132,EXT2,11,11p12-p11,protein-coding,exostosin glycosyltransferase 2
9606,2146,EZH2,7,7q35-q36,protein-coding,enhancer of zeste 2 polycomb repressive complex 2 subunit
9606,2147,F2,11,11p11,protein-coding,coagulation factor II (thrombin)
9606,2149,F2R,5,5q13,protein-coding,coagulation factor II (thrombin) receptor
9606,2150,F2RL1,5,5q13,protein-coding,coagulation factor II (thrombin) receptor-like 1
9606,2151,F2RL2,5,5q13,protein-coding,coagulation factor II (thrombin) receptor-like 2
9606,2153,F5,1,1q23,protein-coding,"coagulation factor V (proaccelerin, labile factor)"
9606,2155,F7,13,13q34,protein-coding,coagulation factor VII (serum prothrombin conversion accelerator)
9606,2157,F8,X,Xq28,protein-coding,"coagulation factor VIII, procoagulant component"
9606,2158,F9,X,Xq27.1-q27.2,protein-coding,coagulation factor IX
9606,2159,F10,13,13q34,protein-coding,coagulation factor X
9606,2160,F11,4,4q35,protein-coding,coagulation factor XI
9606,2161,F12,5,5q35.3,protein-coding,coagulation factor XII (Hageman factor)
9606,2162,F13A1,6,6p25.3-p24.3,protein-coding,"coagulation factor XIII, A1 polypeptide"
9606,2166,FAAH,1,1p35-p34,protein-coding,fatty acid amide hydrolase
9606,2167,FABP4,8,8q21,protein-coding,"fatty acid binding protein 4, adipocyte"
9606,2168,FABP1,2,2p11,protein-coding,"fatty acid binding protein 1, liver"
9606,2171,FABP5,8,8q21.13,protein-coding,fatty acid binding protein 5 (psoriasis-associated)
9606,2175,FANCA,16,16q24.3,protein-coding,"Fanconi anemia, complementation group A"
9606,2176,FANCC,9,9q22.3,protein-coding,"Fanconi anemia, complementation group C"
9606,2177,FANCD2,3,3p26,protein-coding,"Fanconi anemia, complementation group D2"
9606,2181,ACSL3,2,2q34-q35,protein-coding,acyl-CoA synthetase long-chain family member 3
9606,2182,ACSL4,X,Xq22.3-q23,protein-coding,acyl-CoA synthetase long-chain family member 4
9606,2185,PTK2B,8,8p21.1,protein-coding,protein tyrosine kinase 2 beta
9606,2189,FANCG,9,9p13,protein-coding,"Fanconi anemia, complementation group G"
9606,2191,FAP,2,2q23,protein-coding,"fibroblast activation protein, alpha"
9606,2192,FBLN1,22,22q13.31,protein-coding,fibulin 1
9606,2193,FARSA,19,19p13.2,protein-coding,"phenylalanyl-tRNA synthetase, alpha subunit"
9606,2194,FASN,17,17q25,protein-coding,fatty acid synthase
9606,2195,FAT1,4,4q35,protein-coding,FAT atypical cadherin 1
9606,2200,FBN1,15,15q21.1,protein-coding,fibrillin 1
9606,2202,EFEMP1,2,2p16,protein-coding,EGF containing fibulin-like extracellular matrix protein 1
9606,2203,FBP1,9,9q22.3,protein-coding,"fructose-1,6-bisphosphatase 1"
9606,2204,FCAR,19,19q13.42,protein-coding,Fc fragment of IgA receptor
9606,2206,MS4A2,11,11q12-q13,protein-coding,"membrane-spanning 4-domains, subfamily A, member 2"
9606,2209,FCGR1A,1,1q21.2-q21.3,protein-coding,"Fc fragment of IgG, high affinity Ia, receptor (CD64)"
9606,2212,FCGR2A,1,1q23,protein-coding,"Fc fragment of IgG, low affinity IIa, receptor (CD32)"
9606,2213,FCGR2B,1,1q23,protein-coding,"Fc fragment of IgG, low affinity IIb, receptor (CD32)"
9606,2214,FCGR3A,1,1q23,protein-coding,"Fc fragment of IgG, low affinity IIIa, receptor (CD16a)"
9606,2217,FCGRT,19,19q13.3,protein-coding,"Fc fragment of IgG, receptor, transporter, alpha"
9606,2219,FCN1,9,9q34,protein-coding,ficolin (collagen/fibrinogen domain containing) 1
9606,2220,FCN2,9,9q34.3,protein-coding,ficolin (collagen/fibrinogen domain containing lectin) 2
9606,2222,FDFT1,8,8p23.1-p22,protein-coding,farnesyl-diphosphate farnesyltransferase 1
9606,2224,FDPS,1,1q22,protein-coding,farnesyl diphosphate synthase
9606,2230,FDX1,11,11q22,protein-coding,ferredoxin 1
9606,2232,FDXR,17,17q25.1,protein-coding,ferredoxin reductase
9606,2235,FECH,18,18q21.3,protein-coding,ferrochelatase
9606,2237,FEN1,11,11q12,protein-coding,flap structure-specific endonuclease 1
9606,2239,GPC4,X,Xq26.1,protein-coding,glypican 4
9606,2241,FER,5,5q21,protein-coding,fer (fps/fes related) tyrosine kinase
9606,2242,FES,15,15q26.1,protein-coding,"FES proto-oncogene, tyrosine kinase"
9606,2243,FGA,4,4q28,protein-coding,fibrinogen alpha chain
9606,2244,FGB,4,4q28,protein-coding,fibrinogen beta chain
9606,2246,FGF1,5,5q31,protein-coding,fibroblast growth factor 1 (acidic)
9606,2247,FGF2,4,4q26,protein-coding,fibroblast growth factor 2 (basic)
9606,2252,FGF7,15,15q21.2,protein-coding,fibroblast growth factor 7
9606,2257,FGF12,3,3q28,protein-coding,fibroblast growth factor 12
9606,2258,FGF13,X,Xq26.3,protein-coding,fibroblast growth factor 13
9606,2260,FGFR1,8,8p11.23-p11.22,protein-coding,fibroblast growth factor receptor 1
9606,2261,FGFR3,4,4p16.3,protein-coding,fibroblast growth factor receptor 3
9606,2263,FGFR2,10,10q26,protein-coding,fibroblast growth factor receptor 2
9606,2264,FGFR4,5,5q35.2,protein-coding,fibroblast growth factor receptor 4
9606,2266,FGG,4,4q28,protein-coding,fibrinogen gamma chain
9606,2268,FGR,1,1p36.2-p36.1,protein-coding,"FGR proto-oncogene, Src family tyrosine kinase"
9606,2272,FHIT,3,3p14.2,protein-coding,fragile histidine triad
9606,2273,FHL1,X,Xq26,protein-coding,four and a half LIM domains 1
9606,2274,FHL2,2,2q12.2,protein-coding,four and a half LIM domains 2
9606,2275,FHL3,1,1p34,protein-coding,four and a half LIM domains 3
9606,2280,FKBP1A,20,20p13,protein-coding,"FK506 binding protein 1A, 12kDa"
9606,2286,FKBP2,11,11q13.1-q13.3,protein-coding,"FK506 binding protein 2, 13kDa"
9606,2287,FKBP3,14,14q21.2,protein-coding,"FK506 binding protein 3, 25kDa"
9606,2288,FKBP4,12,12p13.33,protein-coding,"FK506 binding protein 4, 59kDa"
9606,2289,FKBP5,6,6p21.31,protein-coding,FK506 binding protein 5
9606,2290,FOXG1,14,14q13,protein-coding,forkhead box G1
9606,2294,FOXF1,16,16q24,protein-coding,forkhead box F1
9606,2295,FOXF2,6,6p25.3,protein-coding,forkhead box F2
9606,2299,FOXI1,5,5q34,protein-coding,forkhead box I1
9606,2302,FOXJ1,17,17q25.1,protein-coding,forkhead box J1
9606,2305,FOXM1,12,12p13,protein-coding,forkhead box M1
9606,2307,FOXS1,20,20q11.21,protein-coding,forkhead box S1
9606,2308,FOXO1,13,13q14.1,protein-coding,forkhead box O1
9606,2309,FOXO3,6,6q21,protein-coding,forkhead box O3
9606,2313,FLI1,11,11q24.1-q24.3,protein-coding,"Fli-1 proto-oncogene, ETS transcription factor"
9606,2314,FLII,17,17p11.2,protein-coding,flightless I actin binding protein
9606,2316,FLNA,X,Xq28,protein-coding,"filamin A, alpha"
9606,2317,FLNB,3,3p14.3,protein-coding,"filamin B, beta"
9606,2318,FLNC,7,7q32-q35,protein-coding,"filamin C, gamma"
9606,2319,FLOT2,17,17q11-q12,protein-coding,flotillin 2
9606,2321,FLT1,13,13q12,protein-coding,fms-related tyrosine kinase 1
9606,2322,FLT3,13,13q12,protein-coding,fms-related tyrosine kinase 3
9606,2328,FMO3,1,1q24.3,protein-coding,flavin containing monooxygenase 3
9606,2331,FMOD,1,1q32,protein-coding,fibromodulin
9606,2332,FMR1,X,Xq27.3,protein-coding,fragile X mental retardation 1
9606,2335,FN1,2,2q34,protein-coding,fibronectin 1
9606,2339,FNTA,8,8p11,protein-coding,"farnesyltransferase, CAAX box, alpha"
9606,2342,FNTB,14,14q23.3,protein-coding,"farnesyltransferase, CAAX box, beta"
9606,2346,FOLH1,11,11p11.2,protein-coding,folate hydrolase (prostate-specific membrane antigen) 1
9606,2350,FOLR2,11,11q13.3-q13.5,protein-coding,folate receptor 2 (fetal)
9606,2352,FOLR3,11,11q13,protein-coding,folate receptor 3 (gamma)
9606,2353,FOS,14,14q24.3,protein-coding,FBJ murine osteosarcoma viral oncogene homolog
9606,2355,FOSL2,2,2p23.3,protein-coding,FOS-like antigen 2
9606,2357,FPR1,19,19q13.4,protein-coding,formyl peptide receptor 1
9606,2475,MTOR,1,1p36.2,protein-coding,mechanistic target of rapamycin (serine/threonine kinase)
9606,2487,FRZB,2,2q32.1,protein-coding,frizzled-related protein
9606,2491,CENPI,X,Xq22.1,protein-coding,centromere protein I
9606,2492,FSHR,2,2p21-p16,protein-coding,follicle stimulating hormone receptor
9606,2494,NR5A2,1,1q32.1,protein-coding,"nuclear receptor subfamily 5, group A, member 2"
9606,2495,FTH1,11,11q13,protein-coding,"ferritin, heavy polypeptide 1"
9606,2512,FTL,19,19q13.33,protein-coding,"ferritin, light polypeptide"
9606,2515,ADAM2,8,8p11.2,protein-coding,ADAM metallopeptidase domain 2
9606,2516,NR5A1,9,9q33,protein-coding,"nuclear receptor subfamily 5, group A, member 1"
9606,2517,FUCA1,1,1p34,protein-coding,"fucosidase, alpha-L- 1, tissue"
9606,2520,GAST,17,17q21,protein-coding,gastrin
9606,2521,FUS,16,16p11.2,protein-coding,FUS RNA binding protein
